openload.co 34.235.250.63
otvfoco.com.br 172.67.4.114,104.22.5.108,104.22.4.108
patria.org.ve 201.249.163.13
paypal.com 64.4.250.36,64.4.250.37
pinterest.com 151.101.0.84,151.101.64.84,151.101.128.84,151.101.192.84
pixnet.net 103.23.108.107
popads.net 216.21.13.13,216.21.13.12
porn555.com 104.21.235.12,104.21.235.11
primevideo.com 52.84.125.20,52.84.125.59,52.84.125.97,52.84.125.75
qq.com 113.108.81.189,203.205.254.157,123.150.76.218
quora.com 52.5.218.251,52.205.2.10,52.206.148.173,52.7.50.234,52.3.103.171,52.2.45.83,52.205.178.198,52.20.92.170
rajasthan.gov.in 103.122.36.246
rakuten.co.jp 133.237.16.234
redd.it 151.101.129.140,151.101.193.140,151.101.65.140,151.101.1.140
rednet.cn 180.163.29.151,140.207.188.119
researchgate.net 104.17.32.105,104.17.33.105
roblox.com 128.116.102.3
rrbald.gov.in 164.100.178.170
rrbchennai.gov.in 164.100.229.140
rutracker.org 104.21.32.39,172.67.182.196
savefrom.net 172.67.43.182,104.22.41.216,104.22.40.216
sciencedirect.com 162.159.136.70,162.159.137.70
scribd.com 151.101.130.152,151.101.2.152,151.101.66.152,151.101.194.152
shutterstock.com 75.2.58.105,99.83.219.164
sindonews.com 52.84.125.14,52.84.125.36,52.84.125.121,52.84.125.97
slideshare.net 151.101.66.152,151.101.194.152,151.101.130.152,151.101.2.152
so.com 104.192.110.226
softonic.com 35.227.233.104
sogou.com 119.28.109.132
soso.com 119.28.109.132
soundcloud.com 18.67.65.125,18.67.65.121,18.67.65.74,18.67.65.33
spankbang.com 104.19.136.100,104.19.137.100
speedtest.net 151.101.130.219,151.101.194.219,151.101.66.219,151.101.2.219
spotify.com 35.186.224.25
sspy-up.gov.in 164.100.181.170
stackexchange.com 172.64.144.30,104.18.43.226
stackoverflow.com 172.64.155.249,104.18.32.7
steamcommunity.com 23.7.115.52
steampowered.com 23.7.96.112
szabist.ac.ae 91.73.236.195
t.co 104.244.42.5,104.244.42.197,104.244.42.133,104.244.42.69
tdscpc.gov.in 61.246.185.70
theguardian.com 151.101.1.111,151.101.65.111,151.101.129.111,151.101.193.111
thepiratebay.org 162.159.137.6,162.159.136.6
thestartmagazine.com 151.101.1.44,151.101.129.44,151.101.193.44,151.101.65.44
tn.gov.in 218.248.29.65
tokopedia.com 47.74.234.244
tumblr.com 192.0.77.40
txxx.com 172.64.100.6,172.64.101.6
udyogaadhaar.gov.in 164.100.68.247
uol.com.br 200.147.3.157
upbhulekh.gov.in 164.100.59.147
utorrent.com 98.143.146.7
vice.com 54.208.133.5,52.71.185.35
vimeo.com 162.159.128.61,162.159.138.60
w3schools.com 76.223.115.82,13.248.240.135
walmart.com 23.203.41.111
weather.com 104.113.16.22
whatsapp.com 157.240.254.60
wikihow.com 151.101.129.91,151.101.65.91,151.101.1.91,151.101.193.91
wikipedia.org 208.80.154.224
wordpress.com 192.0.78.17,192.0.78.9
xhamster.com 104.18.183.10,104.18.184.10
xinhuanet.com 202.108.119.193,202.108.119.194
xnxx.com 185.88.181.53,185.88.181.58,185.88.181.54,185.88.181.59,185.88.181.55,185.88.181.57,185.88.181.56,185.88.181.60
xvideos.com 185.88.181.4,185.88.181.9,185.88.181.5,185.88.181.2,185.88.181.8,185.88.181.10,185.88.181.6,185.88.181.3,185.88.181.7,185.88.181.11
yelp.com 151.101.208.116
youporn.com 66.254.114.79
youtube.com 142.250.190.46
yts.am 104.31.16.6,104.31.16.123
zhanqi.tv 112.124.44.92
zhihu.com 103.41.167.234
zillow.com 13.226.22.107,13.226.22.29,13.226.22.42,13.226.22.63
