google.com 172.217.1.110
youtube.com 142.250.190.46
douyu.com 128.14.246.120
vice.com 54.208.133.5,52.71.185.35
savefrom.net 172.67.43.182,104.22.41.216,104.22.40.216
ltn.com.tw 123.51.237.161
patria.org.ve 201.249.163.13
weather.com 104.113.16.22
sciencedirect.com 162.159.136.70,162.159.137.70
speedtest.net 151.101.130.219,151.101.194.219,151.101.66.219,151.101.2.219
rutracker.org 104.21.32.39,172.67.182.196
dawmal.com 139.45.197.237
keralapsc.gov.in 103.251.43.237
eastday.com 61.129.65.103,61.129.65.18,222.73.244.10
bihar.gov.in 123.63.38.145,164.100.130.105
jf71qh5v14.com 64.225.91.73
rednet.cn 180.163.29.151,140.207.188.119
google.co.kr 142.250.191.227
indiatimes.com 23.219.242.195
bankofamerica.com 171.159.228.150,171.161.148.150
google.com.sa 142.250.191.131
google.co.th 142.250.191.131
livejasmin.com 109.71.161.200
ebay-kleinanzeigen.de 3.78.7.130,3.77.159.230,3.127.0.23
3dmgame.com 183.131.158.123
google.com.ar 142.250.190.35
livedoor.jp 147.92.240.79
csc.gov.in 164.100.115.10
google.pl 172.217.0.163
gamersky.com 124.236.95.25
shutterstock.com 75.2.58.105,99.83.219.164
imgur.com 199.232.196.193
okezone.com 18.160.225.30,18.160.225.5,18.160.225.49,18.160.225.92
gmw.cn 47.93.60.29
xhamster.com 104.18.183.10,104.18.184.10
github.com 140.82.113.3
amazon.in 54.239.33.92,52.95.120.67,52.95.116.115
google.co.jp 142.250.190.35
paypal.com 64.4.250.36,64.4.250.37
google.ru 172.217.0.163
wordpress.com 192.0.78.17,192.0.78.9
zhihu.com 103.41.167.234
whatsapp.com 157.240.254.60
msn.com 204.79.197.219
douban.com 81.70.124.99,140.143.177.206,49.233.242.15
stackoverflow.com 172.64.155.249,104.18.32.7
udyogaadhaar.gov.in 164.100.68.247
google.de 142.250.191.163
data.gov.in 164.100.61.218
facebook.com 157.240.254.35
popads.net 216.21.13.13,216.21.13.12
google.com.br 142.250.191.195
apple.com 17.253.144.10
roblox.com 128.116.102.3
mpsc.gov.in 20.219.188.136
hao123.com 110.242.69.86,39.156.68.154,124.237.176.248
office.com 13.107.6.156
tumblr.com 192.0.77.40
amazon.de 54.239.39.102,52.95.120.34,176.32.108.185
detail.tmall.com 61.174.43.211,61.174.43.210
soso.com 119.28.109.132
google.fr 142.251.32.3
xinhuanet.com 202.108.119.193,202.108.119.194
163.com 123.58.180.7,123.58.180.8
mhrd.gov.in 164.100.163.45
pinterest.com 151.101.0.84,151.101.64.84,151.101.128.84,151.101.192.84
adobe.com 23.45.119.204,23.45.119.216
amazon.co.uk 54.239.34.171,178.236.7.220,54.239.33.58
baidu.com 39.156.66.10,110.242.68.66
wikipedia.org 208.80.154.224
nicovideo.jp 133.152.43.29
babytree.com 60.205.255.187
google.it 172.217.5.3
discordapp.com 162.159.134.233,162.159.135.233,162.159.129.233,162.159.133.233,162.159.130.233
pixnet.net 103.23.108.107
detik.com 103.49.221.211,203.190.242.211
google.es 142.250.191.99
bongacams.com 195.85.23.88,195.85.23.89
xnxx.com 185.88.181.53,185.88.181.58,185.88.181.54,185.88.181.59,185.88.181.55,185.88.181.57,185.88.181.56,185.88.181.60
iqiyi.com 202.108.14.129,202.108.14.130,111.206.13.63,111.206.13.64,202.108.14.127,202.108.14.128
bbc.com 151.101.0.81,151.101.64.81,151.101.128.81,151.101.192.81
booking.com 13.226.22.120,13.226.22.47,13.226.22.30,13.226.22.122
rakuten.co.jp 133.237.16.234
rajasthan.gov.in 103.122.36.246
quora.com 52.5.218.251,52.205.2.10,52.206.148.173,52.7.50.234,52.3.103.171,52.2.45.83,52.205.178.198,52.20.92.170
bbc.co.uk 151.101.0.81,151.101.64.81,151.101.128.81,151.101.192.81
deloplen.com 139.45.197.238
banglarbhumi.gov.in 164.100.199.139
indiapost.gov.in 103.244.124.138
so.com 104.192.110.226
qq.com 113.108.81.189,203.205.254.157,123.150.76.218
szabist.ac.ae 91.73.236.195
utorrent.com 98.143.146.7
google.co.uk 142.250.190.3
tdscpc.gov.in 61.246.185.70
soundcloud.com 18.67.65.125,18.67.65.121,18.67.65.74,18.67.65.33
ettoday.net 219.85.79.131
thestartmagazine.com 151.101.1.44,151.101.129.44,151.101.193.44,151.101.65.44
cnblogs.com 101.37.97.51
onlinesbi.com 103.68.221.190
dropbox.com 162.125.248.18
espn.com 99.84.160.55,99.84.160.10,99.84.160.68,99.84.160.8
spotify.com 35.186.224.25
craigslist.org 208.82.237.129
ewaybillgst.gov.in 164.100.78.248
aparat.com 185.147.178.13,185.147.178.12,185.147.178.14,185.147.178.11
indianrail.gov.in 203.176.113.78
getadblock.com 104.22.42.139,172.67.27.164,104.22.43.139
bikereddint.info 3.141.96.53,3.20.137.44
ebay.de 209.140.136.254,209.140.139.232,209.140.136.23,66.211.162.136,66.211.166.223,66.211.163.120
avito.ru 146.158.52.24,146.158.54.24,146.158.48.24
instructure.com 151.101.66.132,151.101.2.132
ok.ru 217.20.147.1,217.20.155.13,5.61.23.11
google.co.in 142.250.191.131
amazonaws.com 72.21.210.29,207.171.166.22,72.21.206.80
hotstar.com 52.85.247.45,52.85.247.87,52.85.247.115,52.85.247.104
gloyah.net 3.141.96.53,3.20.137.44
sogou.com 119.28.109.132
steamcommunity.com 23.7.115.52
google.com.mx 142.250.191.195
chase.com 159.53.84.126,159.53.85.137,159.53.42.11,159.53.224.21,159.53.113.168,159.53.116.62,159.53.44.60
cnn.com 151.101.131.5,151.101.67.5,151.101.3.5,151.101.195.5
mediafire.com 104.16.113.74,104.16.114.74
nih.gov 156.40.212.210
gamepedia.com 151.101.128.194
daum.net 121.53.105.193,211.249.220.24
nytimes.com 151.101.1.164,151.101.129.164,151.101.193.164,151.101.65.164
fc2.com 199.48.210.151
dailymotion.com 195.8.215.136
stackexchange.com 172.64.144.30,104.18.43.226
google.cn 142.250.191.163
porn555.com 104.21.235.12,104.21.235.11
dolohen.com 139.45.197.236
t.co 104.244.42.5,104.244.42.197,104.244.42.133,104.244.42.69
bilibili.com 47.103.24.173,119.3.70.188,139.159.241.37,8.134.50.24
cg.gov.in 164.100.150.66
delhi.gov.in 182.74.205.45
chaturbate.com 104.18.100.40,104.18.101.40
zhanqi.tv 112.124.44.92
ask.com 151.101.70.114
txxx.com 172.64.100.6,172.64.101.6
1688.com 140.205.174.2
researchgate.net 104.17.32.105,104.17.33.105
vimeo.com 162.159.128.61,162.159.138.60
etsy.com 151.101.1.224,151.101.65.224,151.101.129.224,151.101.193.224
indianrailways.gov.in 203.176.112.122
google.com.tr 172.217.4.35
china.com.cn 202.130.245.42
op.gg 52.85.247.32,52.85.247.38,52.85.247.78,52.85.247.126
heroesofrpg.com 103.224.212.211
dspmulti.com 139.45.195.206
jianshu.com 47.251.58.39
globo.com 186.192.90.12
softonic.com 35.227.233.104
flipkart.com 103.243.32.90
linkedin.com 13.107.42.14
amazon.co.jp 52.119.168.48,52.119.164.121,52.119.161.5
hulu.com 23.216.149.68,23.216.149.88
ebay.co.uk 209.140.136.254,209.140.139.232,209.140.136.23,66.211.162.136,66.211.166.223,66.211.163.120
google.com.tw 142.250.191.163
tokopedia.com 47.74.234.244
walmart.com 23.203.41.111
spankbang.com 104.19.136.100,104.19.137.100
cricbuzz.com 35.200.167.142
tn.gov.in 218.248.29.65
steampowered.com 23.7.96.112
yts.am 104.31.16.6,104.31.16.123
deviantart.com 108.156.91.26,108.156.91.52,108.156.91.119,108.156.91.70
thepiratebay.org 162.159.137.6,162.159.136.6
otvfoco.com.br 172.67.4.114,104.22.5.108,104.22.4.108
onlinevideoconverter.com 64.68.200.48
theguardian.com 151.101.1.111,151.101.65.111,151.101.129.111,151.101.193.111
duckduckgo.com 40.89.244.232
rrbchennai.gov.in 164.100.229.140
bukalapak.com 45.60.241.175,45.60.251.175
rrbald.gov.in 164.100.178.170
xvideos.com 185.88.181.4,185.88.181.9,185.88.181.5,185.88.181.2,185.88.181.8,185.88.181.10,185.88.181.6,185.88.181.3,185.88.181.7,185.88.181.11
bet9ja.com 185.179.62.2
caijing.com.cn 122.200.86.164
amazon.fr 52.95.120.39,52.95.116.113,54.239.33.91
mercadolivre.com.br 15.197.170.90,3.33.182.45
openload.co 34.235.250.63
ifeng.com 82.156.59.186
slideshare.net 151.101.66.152,151.101.194.152,151.101.130.152,151.101.2.152
google.ca 172.217.0.163
uol.com.br 200.147.3.157
godaddy.com 208.109.192.70
w3schools.com 76.223.115.82,13.248.240.135
indeed.com 162.159.129.67,162.159.130.67
digikala.com 185.188.104.10
mca.gov.in 59.160.80.154,182.79.115.26
blogger.com 142.250.191.137
mega.nz 31.216.145.5,31.216.144.5
wikihow.com 151.101.129.91,151.101.65.91,151.101.1.91,151.101.193.91
liputan6.com 35.190.21.225
primevideo.com 52.84.125.20,52.84.125.59,52.84.125.97,52.84.125.75
jharkhand.gov.in 103.97.108.179
microsoft.com 20.112.250.133,20.231.239.246,20.76.201.171,20.70.246.20,20.236.44.162
google.com.hk 142.250.191.99
yelp.com 151.101.208.116
youporn.com 66.254.114.79
bet365.com 5.226.179.10
upbhulekh.gov.in 164.100.59.147
huanqiu.com 43.152.134.28
sindonews.com 52.84.125.14,52.84.125.36,52.84.125.121,52.84.125.97
amazon.it 54.239.33.83,52.95.120.36,52.95.116.114
canva.com 104.17.239.159,104.16.224.149
kinopoisk.ru 213.180.199.9
exoclick.com 87.98.253.29
scribd.com 151.101.130.152,151.101.2.152,151.101.66.152,151.101.194.152
mponline.gov.in 103.36.71.71
zillow.com 13.226.22.107,13.226.22.29,13.226.22.42,13.226.22.63
redd.it 151.101.129.140,151.101.193.140,151.101.65.140,151.101.1.140
alibaba.com 47.246.131.30,47.246.131.55
freepik.com 35.190.81.132
sspy-up.gov.in 164.100.181.170
ladbible.com 104.19.176.6,104.19.175.6
cnet.com 34.149.196.126
imdb.com 52.94.228.167,52.94.225.248,52.94.237.74
fandom.com 199.232.208.194,199.232.212.194
